PE-35_;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DESERCIONES - CANCELACIÓN DE MATRÍCULA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
202404;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CODIGO_REGIONAL;NOMBRE_REGIONAL;CODIGO_CENTRO;NOMBRE_CENTRO;IDENTIFICADOR_FICHA;IDENTIFICADOR_UNICO_FICHA;FECHA_INICIO_FICHA;FECHA_TERMINACION_FICHA;CODIGO_PROGRAMA;VERSION_PROGRAMA;NOMBRE_PROGRAMA_FORMACION;NIVEL_FORMACION;CODIGO_CONVENIO;NOMBRE_CONVENIO;AMPLIACION_COBERTURA;CODIGO_PROGRAMA_ESPECIAL;NOMBRE_PROGRAMA_ESPECIAL;MODALIDAD_FORMACION;TOTAL_APRENDICES_MATRICULADOS;DESERTORES_AÑO_ACTUAL;DESERTORES_A_OTRO_AÑO;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2612860;12612860;06/10/2022;05/01/2024;838318;1;MANTENIMIENTO DE MOTOCICLETAS Y MOTOCARROS.;TÉCNICO;0;;;0;;PRESENCIAL;24;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2612885;12612885;06/10/2022;05/02/2024;838200;1;MANTENIMIENTO ELECTRICO Y CONTROL ELECTRONICO DE AUTOMOTORES;TÉCNICO;0;;;0;;PRESENCIAL;23;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2612886;12612886;06/10/2022;05/01/2025;821222;4;ELECTRICIDAD INDUSTRIAL;TECNÓLOGO;0;;;0;;PRESENCIAL;26;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2612890;12612890;06/10/2022;06/02/2024;731324;1;LABORES SUBTERRANEAS.;TÉCNICO;0;;;0;;PRESENCIAL;19;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2613967;12613967;06/10/2022;29/02/2024;233101;1;SISTEMAS.;TÉCNICO;0;;;0;;PRESENCIAL;24;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2613970;12613970;06/10/2022;06/02/2024;233101;1;SISTEMAS.;TÉCNICO;0;;;0;;PRESENCIAL;26;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2613973;12613973;06/10/2022;06/03/2024;233101;1;SISTEMAS.;TÉCNICO;0;;;0;;PRESENCIAL;27;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2614033;12614033;06/10/2022;05/01/2025;228118;1;ANALISIS Y DESARROLLO DE SOFTWARE.;TECNÓLOGO;0;;;0;;PRESENCIAL;21;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2614043;12614043;06/10/2022;05/01/2025;228118;1;ANALISIS Y DESARROLLO DE SOFTWARE.;TECNÓLOGO;0;;;0;;PRESENCIAL;19;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2614046;12614046;06/10/2022;05/01/2024;137136;1;INTEGRACION DE OPERACIONES LOGISTICAS;TÉCNICO;0;;;0;;PRESENCIAL;27;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2614120;12614120;06/10/2022;29/02/2024;842405;102;JOYERIA ARMADA;TÉCNICO;0;;;0;;PRESENCIAL;18;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2614126;12614126;06/10/2022;05/01/2024;842405;102;JOYERIA ARMADA;TÉCNICO;0;;;0;;PRESENCIAL;13;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
